Part Number,Status,Characteristic,Specific Applications,Length,Width,Thickness,Temperature characteristics,Rated Voltage,Capacitance,Tolerance of capacitance,Notes,,,
GCM188R71E333MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM188R71H333JA55#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM188R71H333MA55#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM219R71H333JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM219R71H333KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM219R71H333MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM21BR71H333JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM21BR71H333KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM21BR71H333MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM3195C1J333GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),63Vdc,33000pF,±2%,,1E-12,33000,0.000000033
GCM3195C1J333JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),63Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM155L81C393KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),16Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM155L81C393MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),16Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM155R71C393KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),16Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM155R71C393MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),16Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM155R71E393KA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),25Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM155R71E393MA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),25Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM188L81H393KA55#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM188L81H393MA55#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM219R72A393KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),100Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM219R72A393MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),100Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM21BR72A393KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),100Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM21BR72A393MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),100Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM3195C1H393FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,39000pF,±1%,,1E-12,39000,0.000000039
GCM3195C1H393GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,39000pF,±2%,,1E-12,39000,0.000000039
GCM3195C1H393JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,39000pF,±5%,,1E-12,39000,0.000000039
GCM55D7U2J393JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",5.7 ±0.4mm,5.0 ±0.4mm,2.0 +0/-0.3mm,U2J(EIA),630Vdc,39000pF,±5%,,1E-12,39000,0.000000039
GCM21B5C2A393GE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,C0G(EIA),100Vdc,39000pF,±2%,,1E-12,39000,0.000000039
GCM21B5C2A393JE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,C0G(EIA),100Vdc,39000pF,±5%,,1E-12,39000,0.000000039
GCM188R71E393JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,39000pF,±5%,,1E-12,39000,0.000000039
GCM188R71E393KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM188R71E393MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM188R71H393JA55#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,39000pF,±5%,,1E-12,39000,0.000000039
GCM188R71H393KA55#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM188R71H393MA55#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM219R71H393JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,39000pF,±5%,,1E-12,39000,0.000000039
GCM219R71H393KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM219R71H393MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM21BR71H393JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,39000pF,±5%,,1E-12,39000,0.000000039
GCM21BR71H393KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,39000pF,±10%,,1E-12,39000,0.000000039
GCM21BR71H393MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,39000pF,±20%,,1E-12,39000,0.000000039
GCM31M5C1H433FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,1.15 ±0.1mm,C0G(EIA),50Vdc,43000pF,±1%,,1E-12,43000,0.000000043
GCM31M5C1H433GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,1.15 ±0.1mm,C0G(EIA),50Vdc,43000pF,±2%,,1E-12,43000,0.000000043
GCM31M5C1H433JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,1.15 ±0.1mm,C0G(EIA),50Vdc,43000pF,±5%,,1E-12,43000,0.000000043
GCM155L81C473KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),16Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM155L81C473MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),16Vdc,47000pF,±20%,,1E-12,47000,0.000000047
GCM155L8EH473KE07#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),50Vdc,47000pF,±10%,Derating4,1E-12,47000,0.000000047
GCM155R71C473KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),16Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM155R71C473MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),16Vdc,47000pF,±20%,,1E-12,47000,0.000000047
GCM155R71E473KA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),25Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM155R71E473MA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),25Vdc,47000pF,±20%,,1E-12,47000,0.000000047
GCM155R71H473KE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),50Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM155R71H473ME02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),50Vdc,47000pF,±20%,,1E-12,47000,0.000000047
GCM188L81H473KA55#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM188L81H473MA55#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,47000pF,±20%,,1E-12,47000,0.000000047
GCM188R71H473KA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM188R91H473KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8R(EIA),50Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM188R91H473MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8R(EIA),50Vdc,47000pF,±20%,,1E-12,47000,0.000000047
GCM21BR72A473KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),100Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM21BR72A473MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),100Vdc,47000pF,±20%,,1E-12,47000,0.000000047
GCM21BR91H473KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X8R(EIA),50Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM21BR91H473MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X8R(EIA),50Vdc,47000pF,±20%,,1E-12,47000,0.000000047
GCM21BR92A473KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X8R(EIA),100Vdc,47000pF,±10%,,1E-12,47000,0.000000047
GCM21BR92A473MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X8R(EIA),100Vdc,47000pF,±20%,,1E-12,47000,0.000000047
